Age of company (years),Internet Activity Score,Employee Count,"Team Size Growth (0: No, 1: Yes)",Last Funding Amount ($),Country of company,Continent of company,Investors in Seed,Investors in Angel/VC,Number of Co-founders,Number of Advisors,Senior Leadership Team Size,Total Team Size,"Top Angel/VC in Previous Round (0: No, 1: Yes)",Number of Repeat Investors,Sales Support Material Count,"Worked in Top Companies (0: No, 1: Yes)",Average Past Company Size,"Part of Startups Before (0: No, 1: Yes)","Part of Successful Startups Before (0: No, 1: Yes)","Partner in Big 5 Consulting (0: No, 1: Yes)","Has Consulting Experience (0: No, 1: Yes)","Product or Service Company (0: Product, 1: Service)","Vertical Focus (0: Single, 1: Multiple)","Data Focus (0: Private, 1: Public)","Consumer Data Focus (0: No, 1: Yes)","Data Structure (0: Structured, 1: Unstructured)","Subscription Based (0: No, 1: Yes)","Cloud Based (0: No, 1: Yes)","Market Reach (0: Local, 1: Global)",Random Feature 1,Random Feature 2,Random Feature 3,Random Feature 4,Random Feature 5,Random Feature 6,Random Feature 7,Random Feature 8,Random Feature 9,Random Feature 10,Random Feature 11,Random Feature 12,Random Feature 13,Random Feature 14,Random Feature 15,Random Feature 16,Random Feature 17,Random Feature 18,Random Feature 19,Random Feature 20,Random Feature 21,Random Feature 22,Random Feature 23,Random Feature 24,Random Feature 25,Random Feature 26,Random Feature 27,Random Feature 28,Random Feature 29,Random Feature 30,Random Feature 31,Random Feature 32,Random Feature 33,Random Feature 34,Random Feature 35,Random Feature 36,Random Feature 37,Random Feature 38,Random Feature 39,Random Feature 40,Random Feature 41,Random Feature 42,Random Feature 43,Random Feature 44,Random Feature 45,Random Feature 46,Random Feature 47,Random Feature 48,Random Feature 49,Random Feature 50,Random Feature 51,Random Feature 52,Random Feature 53,Random Feature 54,Random Feature 55,Random Feature 56,Random Feature 57,Random Feature 58,Random Feature 59,Random Feature 60,Random Feature 61,Random Feature 62,Random Feature 63,Random Feature 64,Random Feature 65,Random Feature 66,Random Feature 67,Random Feature 68,Random Feature 69,Random Feature 70,Random Feature 71,Random Feature 72,Random Feature 73,Random Feature 74,Random Feature 75,Random Feature 76,Random Feature 77,Random Feature 78,Random Feature 79,Random Feature 80,Random Feature 81,Random Feature 82,Random Feature 83,Random Feature 84,Random Feature 85,Random Feature 86,Random Feature 87,Random Feature 88,Random Feature 89,Random Feature 90,Random Feature 91,Random Feature 92,Random Feature 93,Random Feature 94,Random Feature 95,Random Feature 96,Random Feature 97,Random Feature 98,Random Feature 99,Random Feature 100,Random Feature 101,Random Feature 102,Random Feature 103,Random Feature 104,Random Feature 105,Random Feature 106,Random Feature 107,Random Feature 108,Random Feature 109,Random Feature 110,Random Feature 111,Random Feature 112,Random Feature 113,Random Feature 114,Random Feature 115,Random Feature 116,Random Feature 117,Random Feature 118,Random Feature 119,Random Feature 120,Customer Retention Rate (%),Monthly Web Traffic,Customer Feedback Score (out of 10),Mobile App Daily Active Users,Annual Marketing Spend ($),Customer Acquisition Cost ($),Average Customer Lifetime (months),Profit Margin (%),Operational Efficiency Score (out of 10),Average Transaction Value ($),Monthly Subscription Renewal Rate (%),Social Media Engagement Rate (%),Email Campaign Success Rate (%),Product Return Rate (%),Helpdesk First Response Time (hours),Inventory Turnover Ratio,Fixed Asset Turnover Ratio,Equity Multiplier,Debt-to-Equity Ratio,Earnings Before Interest and Taxes ($),Net Income ($),Total Assets ($),Total Liabilities ($),Current Ratio,Quick Ratio,Cash Ratio,Gross Profit Margin (%),Operating Profit Margin (%),Return on Assets (%),Return on Equity (%),Return on Investments (%),Asset Turnover Ratio,Inventory to Sales Ratio,Days Sales Outstanding,Days Payable Outstanding,Days Inventory Outstanding,Total Debt Ratio,Long-Term Debt to Capitalization (%),Interest Coverage Ratio,Cash Flow to Debt Ratio,Company Efficiency Ratio,Reinvestment Rate (%),Financial Leverage Multiplier,"Blockchain Technology Adoption (0: No, 1: Yes)","Uses Artificial Intelligence (0: No, 1: Yes)","Augmented Reality Features (0: No, 1: Yes)","Virtual Reality Integration (0: No, 1: Yes)","IoT Capabilities (0: No, 1: Yes)"
12,94,179,1,576464.3067565567,Germany,Asia,2,1,4,2,1,2,1,9,1,1,8,1,0,0,1,1,0,1,1,1,1,1,0,8,5,7,2,3,8,5,2,2,7,6,4,1,7,7,6,5,10,10,7,2,1,6,4,10,3,5,8,3,9,10,5,6,3,1,6,9,6,7,1,2,1,3,5,9,9,8,5,10,7,3,3,4,9,6,3,6,9,4,9,4,2,3,3,4,3,7,3,2,6,7,7,8,8,2,6,6,4,7,8,2,10,4,5,2,6,7,4,8,2,7,3,1,9,9,2,3,2,7,3,2,10,5,5,3,8,2,3,2,6,6,7,10,6,8,1,6,7,9,7,82.8242516193355,719648,5.1348953602007,62400,113654.27873779215,56.199124009008685,10,13.582303941306044,5.387934562723105,121.25203255477409,85.08364976884909,12.48180218001232,14.467540034227127,9.23527992894367,1.2730936353618134,7.641569545608635,2.0896899257020563,1.014440629691392,0.5560647968379608,142361.5444660645,13161.743509295024,5987144.166174855,1438681.8647901625,2.668562531987463,1.4217340943616836,0.5729799429436508,37.04653868219421,18.977428753583276,9.34202054601731,12.68001710993304,13.376508593404244,1.7315042408538446,0.20195969370329606,50,21,51,0.6347146627933792,38.75676195289613,8.554783284748726,0.9831084198662179,91.54833726798805,70.82712713878837,1.751774656416461,0,1,1,0,0
10,40,448,1,217287.42608858715,UK,Europe,2,8,2,9,3,10,0,10,5,0,5,0,1,1,0,0,0,0,1,1,0,1,0,8,2,1,2,6,3,9,9,9,8,7,8,5,5,5,3,6,7,4,3,10,7,5,1,3,8,2,8,7,1,9,4,6,10,7,5,4,10,3,10,7,5,5,8,6,3,3,5,1,3,8,7,8,10,4,5,2,8,7,5,9,10,2,4,4,3,6,5,5,5,9,3,6,7,4,5,2,5,2,1,2,1,4,8,10,9,3,7,3,1,10,10,8,3,2,5,3,8,3,1,1,5,3,1,5,7,2,5,6,6,6,6,8,3,1,3,8,2,2,2,93.60113007034741,682831,7.882220264823639,25156,137728.80268121845,37.54929627205799,56,45.37612348898883,8.088081423301507,129.87003436455836,61.18383316512747,16.734350872357027,34.46453346812497,8.537601392791194,2.4664074854270224,10.151733545217297,2.734484995338866,1.353793883595765,0.9845889806954721,103578.08810083967,8550.222703196765,5549790.931481279,1924068.5267286117,2.513363757719781,0.5910844318492349,0.49365885007292154,36.286242509342415,20.298301160013864,6.118523902774545,15.389593878152162,24.87478241115442,1.218125725104288,0.3127633374044001,86,58,116,0.6039661520638568,18.450476300410934,4.245580766349217,0.43661092967831006,65.34310730558872,46.28496000140082,2.546313865533685,1,1,1,1,1
16,46,36,0,324998.91391363135,UK,Europe,9,4,3,10,10,8,0,1,9,1,8,0,1,1,0,1,1,0,1,1,1,1,1,8,4,1,4,10,6,8,7,10,2,2,5,3,4,9,10,7,8,1,6,10,7,4,6,3,1,3,8,3,7,2,7,9,6,9,6,9,5,5,2,7,5,7,4,7,4,7,2,8,1,6,5,9,3,2,7,1,7,5,9,10,4,9,6,4,8,2,10,9,3,7,8,3,10,9,3,10,7,4,2,3,1,1,7,4,2,10,8,10,8,1,7,2,10,5,2,10,10,1,8,6,3,7,6,7,8,7,8,9,8,10,9,10,6,7,8,6,2,2,7,57.92784224209089,366062,6.734355164025471,50035,108307.44213504098,56.62902598348561,17,11.379932382259238,9.833531056406642,103.53241694007252,76.55750525173539,12.561096200273225,25.9161137851406,9.190979274271216,0.7637704164959265,11.405527084285417,5.441766296935933,1.5182932908944398,1.271836658707548,104833.14869193689,12483.390052092083,5153800.787166885,1524967.8999109173,1.1399044476550635,1.2528701010566727,0.45696055383718015,57.55146474350883,10.89237418847284,5.127402085400779,8.845186931829332,14.063432340047346,1.1114661637415666,0.459829521849782,64,58,60,0.5323897122883526,16.220600428670053,9.761726202433064,0.6838765207674846,74.37937507028902,76.8244124573356,2.651182089937915,0,0,1,0,1
11,11,341,0,623739.147298594,USA,Asia,2,2,1,6,5,6,1,10,3,1,4,1,0,1,0,1,1,1,1,1,0,1,0,6,1,8,6,9,6,4,2,2,8,7,4,1,9,10,4,3,2,5,8,3,1,2,4,5,5,10,6,1,3,2,1,4,4,5,9,1,7,6,8,10,7,7,1,3,3,3,8,8,4,4,4,7,5,9,3,8,3,9,4,3,9,1,3,10,4,6,1,8,8,9,3,10,7,10,2,5,6,10,3,9,4,1,4,9,8,9,6,10,2,10,9,7,1,3,2,6,7,10,8,10,6,1,8,9,5,8,5,9,5,6,9,2,2,1,1,6,4,5,8,85.63033194409121,268886,6.289580839942319,23726,90702.46289186778,62.83571277744495,24,34.154589856225634,9.66845083300596,73.76299771751442,92.76869745613519,5.796666451726797,32.8063292053032,2.4992891869424856,1.9698570458699254,9.42899017200099,3.6788668165542853,2.6578333852781695,0.5823059184432628,126495.51877816787,11906.562141291692,3222029.2575284354,2212461.3125214656,1.5792249408569918,0.7409452414654742,0.4324217309696389,23.458971601079273,30.250037519694043,15.923741824256753,6.110171681516759,20.524043785428674,1.2304855027831145,0.3569140576226604,54,24,100,0.7491003161299437,30.678252843816768,6.252388049007303,0.5250246171412969,75.43318286104912,37.17112173236069,2.639762144249553,0,0,0,1,1
9,95,389,1,675684.2626643297,China,Europe,6,7,2,1,7,1,1,10,3,1,10,0,0,1,1,0,1,1,0,1,0,1,1,5,10,3,6,4,8,9,8,2,6,10,8,10,3,5,10,2,4,4,4,2,10,7,2,9,10,5,7,1,6,10,6,9,1,9,9,8,10,2,7,4,5,4,1,2,6,2,8,4,6,8,5,4,2,6,10,9,4,3,6,1,7,1,5,7,4,3,10,9,9,10,7,1,8,8,4,4,10,1,2,2,1,2,9,4,4,5,2,5,2,6,5,5,9,7,1,9,8,1,7,7,8,2,9,7,4,3,8,3,6,10,2,7,4,9,8,6,9,7,5,95.3880711982685,512252,7.235262683127201,64634,87327.52196201927,57.89993320129146,44,24.117405570874023,5.406826257014708,108.84356496965984,63.60181737200743,19.504301004090312,31.59440456955652,8.874776631386386,1.4679518214714404,11.953412287734476,4.685009610827606,2.104960814401931,1.0893893235922272,112686.45635909909,7636.133740274617,4635575.794548523,2048555.526184531,1.9666895898759722,1.3686587121409066,0.6360951035501048,27.45743622607658,25.480711184150636,11.802597467472314,21.452156827996003,21.80691924307937,0.5851778317850902,0.3895522817231125,42,44,58,0.5229509595821273,16.487213687344155,3.8519649126799997,0.9436142579747715,78.0975699847298,60.29849911357891,2.1534430402849023,0,1,1,1,1
4,50,405,0,1050501.4750860457,USA,North America,3,2,1,7,1,8,1,10,4,0,3,0,1,0,0,1,1,0,1,1,1,0,0,3,9,6,3,7,5,1,4,1,3,5,6,10,6,10,10,10,4,10,6,1,10,5,4,9,7,5,2,1,1,10,1,3,1,1,7,3,6,8,5,1,8,1,7,8,9,4,6,7,8,4,5,5,9,3,3,8,2,8,5,10,2,1,7,8,3,2,7,1,4,1,6,9,6,10,7,1,2,8,3,5,1,1,5,7,6,10,1,3,7,2,6,7,5,6,1,3,9,2,3,3,5,1,7,4,9,6,3,1,7,10,9,8,1,1,10,4,4,4,9,63.445639700960385,225966,9.480704047438946,46860,112409.98195108376,67.9805974275864,36,32.4854544763561,9.63192617900927,100.02188328944924,55.19315459815685,12.204528254057085,37.31266460721909,4.29680456299983,1.079707885814777,5.928504803047114,2.8409464611382216,1.7545366590257125,1.646875864195914,99109.73212191265,7724.085927867339,4790645.871375875,2504536.0675261207,1.3909413673704205,1.3577188799850588,0.6586496313133976,41.45434408865462,35.912875163810426,9.923493989909547,24.17965405144759,12.10076359542512,1.2374112892333096,0.12278894087346806,40,30,118,0.7650811585762349,21.99289431389726,6.8030491989951445,0.5227351908017301,71.26125303142689,67.52200763217847,2.4919331451386455,1,1,0,1,1
10,5,202,1,790673.290535536,India,Europe,9,8,2,10,5,7,1,1,4,0,1,1,1,0,0,0,0,1,0,0,0,1,1,5,5,10,10,1,4,1,3,1,4,2,1,6,4,5,4,3,1,1,2,10,3,2,2,2,1,2,6,1,1,10,1,9,2,8,9,5,4,8,10,2,6,9,3,3,7,9,4,7,8,1,6,3,5,1,1,2,5,3,7,7,6,5,3,5,9,6,3,7,6,6,2,4,1,4,3,4,6,8,8,5,7,10,5,3,7,2,4,7,5,6,1,8,2,7,4,9,8,10,8,7,5,6,8,2,10,2,7,2,6,9,9,8,4,8,3,3,2,10,2,63.71589746509525,559659,7.50950487195859,46759,96237.64830406413,54.33213152380439,12,20.196164098934254,5.981321984043227,86.94937807170277,61.511498436618425,15.389223336297363,16.67289973345065,1.5307194715756873,2.475158895046325,9.610323273964093,3.455018064078039,2.8305181934539565,0.6095958386219125,112079.90191529407,11454.528051381581,5554411.105830513,2831057.3869873015,1.8885411565888555,1.3488914934909815,0.2209499659745705,21.520823536333197,29.941916933419325,15.988212582686222,8.275024774254454,15.201722717270037,1.8203976609438657,0.4627416578644524,85,31,92,0.4996550273030882,17.976467293476965,5.887249710626218,0.42513037073179094,76.00985410425567,74.13229513735928,2.037505643019828,0,0,0,0,1
16,43,475,1,1607467.3166506833,UK,Asia,3,4,2,7,3,10,1,5,4,0,2,1,0,1,1,1,0,1,0,1,0,1,0,4,4,7,5,2,9,7,6,1,9,5,7,3,8,5,9,2,9,6,10,10,6,7,5,3,6,3,6,5,6,3,9,10,7,10,5,4,5,8,8,8,6,3,6,7,3,10,3,5,9,8,7,10,1,10,4,1,10,6,2,2,7,2,3,1,5,3,10,9,7,3,1,10,6,8,6,1,5,2,6,10,7,7,1,9,1,10,4,3,1,1,2,2,7,9,10,10,10,5,2,9,8,7,3,1,5,7,1,7,4,9,8,10,7,7,9,7,2,9,1,64.57187697463635,614856,6.495933230789829,70518,115661.24796585036,55.04525437381576,6,35.721019861438236,9.77884162452175,122.85004658014508,82.03817419031668,5.113613362857209,33.53092094814231,6.211090381524688,2.5479821544810264,6.965105072908607,4.909030695548134,1.8242467434317542,1.910796937020474,96862.27419772309,11212.764762441439,4517692.519536514,2107059.5474966764,1.6991456614223321,0.6004832955022831,0.6090782986268447,35.844855107933455,30.593897891037575,11.465558686621856,28.64483381263203,20.343419755910862,1.1017621485407822,0.2685985748819688,66,54,103,0.7628003254652087,18.395805572909644,5.429833620923783,0.5645917078131607,77.42472107374218,51.73528426761334,1.4148886147771906,1,1,1,0,0
15,84,263,1,1667062.126527435,India,North America,6,3,3,9,6,7,0,5,10,1,3,0,0,0,0,0,0,1,1,1,1,1,0,8,8,5,10,2,4,1,8,1,6,1,5,6,5,4,10,9,2,8,7,8,2,8,10,7,2,6,6,8,4,5,8,7,1,2,10,9,2,9,8,3,8,4,1,9,7,5,8,7,3,3,1,3,4,8,3,10,8,4,10,7,5,6,4,8,6,7,5,2,10,2,6,7,4,4,3,8,9,3,2,5,7,1,1,9,7,10,2,9,9,4,1,2,2,1,4,7,6,8,10,8,1,7,7,2,1,9,9,4,7,5,3,3,2,1,6,7,7,9,9,81.16956129015503,224437,6.955929159175846,65031,85703.50661075408,51.5429315129767,56,34.837960795922484,6.019033420111575,118.57515273900782,61.903528915492814,6.726938606992083,11.287836533401403,3.3838627862246176,2.687774442494125,10.770103533050605,2.505456665692495,2.1553668964707278,1.4521222539871992,110241.935907244,13734.561852669918,5993510.466039672,1272228.1774230944,1.576849524506697,0.9334844430537254,0.436930435027149,32.23736797243468,28.623014365268222,2.992659073674684,19.61557598225758,17.744893004872786,1.7353375596239955,0.42487556374930247,43,50,45,0.6945101339243158,25.815593507157836,3.68173020314551,0.755592259674817,75.51882335657062,68.81500333082963,1.7582380062659466,1,1,0,1,0
4,20,363,0,711621.3044715169,USA,North America,6,8,1,5,4,5,0,4,8,0,2,1,1,0,1,0,0,0,0,1,1,0,0,10,8,9,10,3,3,10,2,4,4,9,6,2,8,9,2,9,5,6,1,8,6,3,6,4,4,1,9,1,10,6,8,4,2,10,5,9,8,10,8,4,3,3,2,8,6,4,3,6,1,6,5,3,8,6,10,7,1,10,1,8,6,4,7,1,8,3,6,10,3,5,5,4,7,2,10,10,5,4,8,1,1,2,6,10,9,4,1,2,3,7,9,5,1,1,5,9,3,10,3,5,6,5,6,10,1,10,2,5,7,8,9,9,7,7,7,1,5,1,10,60.54671087600875,263366,5.797794646204261,86211,80217.52373099921,57.12804246249465,7,14.284314466960652,9.986419607843457,79.16174414840741,66.1821221191254,2.9166711865906176,17.522459871310446,7.285147800121191,1.9585491607357848,7.993211927385811,5.665927064023341,1.7315665451778013,1.2329134940667228,108281.7652166099,10352.040428067981,5078060.254750637,2788153.6569389403,2.3883125401638705,0.7175319083698302,0.5502428106850977,39.132632441757636,38.56554903851138,5.846176822651369,13.430101998167691,10.378414246448198,0.9409902862379823,0.18618130894799256,67,58,80,0.3760945894113226,30.441333337405016,8.358484082774762,0.99510337778532,75.31326640468893,66.06974441310274,1.7387848917469553,0,1,0,0,1
6,17,179,1,948652.28535191,Germany,North America,1,9,3,2,9,1,1,5,8,0,3,1,1,0,1,1,1,0,1,0,0,1,1,3,1,1,7,6,9,3,7,1,2,4,5,3,1,2,2,3,4,6,4,7,2,9,6,3,2,3,1,6,10,8,6,4,7,4,2,8,6,10,6,6,2,6,7,5,1,6,9,4,9,4,5,10,1,2,1,10,7,2,6,2,4,7,7,10,4,7,4,3,2,2,6,6,4,3,10,2,4,6,10,10,7,6,5,3,7,2,5,4,2,10,3,1,5,7,9,4,5,1,4,5,9,4,4,4,7,6,9,10,7,2,9,1,9,3,3,8,9,6,2,67.44611447014972,633833,7.604036098682461,92883,86468.76360617517,53.7326458512572,11,11.551675877416043,8.979087898954717,93.56053836091165,86.12226746602755,11.257702586206506,19.874093307448447,9.730019917507391,1.3145905033036867,7.3565556075484055,5.577929035775657,1.408114220440959,1.6752129598518402,84659.83932222374,9532.689125435008,4841324.913359758,1629446.028472976,2.948170098049368,1.364476763955262,0.693773257822066,35.589523999930535,16.223330963184175,18.178635422184183,17.56191878593863,5.349461975652902,1.2068743732802318,0.19189324939162683,46,22,52,0.43426044823131654,18.2110525163093,6.194332666450531,0.9683295210332821,67.12192506592822,79.15712662701296,2.1253572274921764,1,1,1,1,0
3,35,351,1,485399.2164141239,India,North America,4,5,1,4,2,7,0,2,1,0,10,1,0,1,0,1,1,1,0,1,1,1,0,5,1,5,6,6,4,9,1,2,5,9,6,1,5,4,2,2,7,10,3,1,6,3,8,3,2,6,5,1,1,7,5,3,8,6,7,8,10,4,3,3,6,2,1,7,4,2,7,7,7,2,6,3,9,8,7,6,7,4,1,5,8,9,10,1,2,2,9,9,2,3,8,8,7,10,2,7,3,6,2,6,8,1,5,2,2,8,2,3,5,5,8,1,6,4,9,3,3,7,4,8,2,5,10,10,10,1,7,10,10,2,5,7,9,8,4,7,10,4,2,80.0490692895012,462783,5.634353388950854,54455,111051.44467210396,50.56840826194046,12,24.167094478182733,8.090875852048367,100.84132635124173,94.60486276598876,5.623392086197142,23.195432003661995,8.145353726568064,0.8440945617210234,4.060887463353715,5.3316216965246905,2.2494636296582637,0.8072984913922931,93714.42201335855,11562.670351187868,4602836.245052382,2392347.454636179,2.6383042858184664,1.187385498243714,0.3677098007580427,46.98607328469322,23.613896632655948,3.4143156294763317,8.064361592760934,24.34746751470117,1.7261085868905857,0.3295955367207799,64,22,54,0.3691137740072803,28.21336458598648,4.006032608906117,0.9672491088578501,85.81314240033778,54.7496580107705,2.57618305212318,0,1,0,0,0
19,100,355,0,1448462.149321677,UK,Europe,5,7,3,2,9,6,0,5,6,1,6,1,0,1,1,0,1,0,0,0,0,0,1,9,6,9,10,5,3,8,8,10,4,3,8,8,5,9,6,2,9,6,3,5,8,1,10,4,10,8,4,2,6,6,3,4,9,7,4,6,4,7,4,8,3,6,4,2,3,10,6,6,2,4,6,1,6,10,7,8,2,9,10,6,1,1,6,4,1,1,8,10,6,2,7,3,4,2,6,6,3,4,1,10,1,5,7,7,7,2,4,9,8,1,5,5,2,9,4,3,6,3,2,8,5,3,8,3,6,1,1,3,3,3,5,6,5,2,5,5,4,6,4,60.082008021158636,640743,9.884223438966794,80094,89079.42465548708,43.37447280765843,58,39.954369276566794,5.903609621033899,99.52617719939184,54.640070409140634,6.02896764711332,14.658165520764342,3.454453454733424,0.8396730064925557,7.6233490719654,3.5792946992989996,2.573808426364633,1.032279275650788,125647.33408154827,11149.050936753003,5223795.711135679,1498664.6324019409,2.9100640849256187,1.216481696125841,0.30799607824391523,30.042012479673947,17.188324592074295,17.5769847380152,11.752168902927693,7.805484366304809,1.0071578139543733,0.3411785997473696,83,43,80,0.7843659739822388,29.917448600168623,9.288662063936327,0.9655109241201953,75.3104117446417,42.60991654244264,1.451309855692489,0,0,0,1,0
16,92,145,0,887122.382073757,Germany,North America,8,6,3,10,5,5,1,5,3,1,10,0,0,1,1,1,0,0,0,0,1,1,0,5,7,8,9,5,1,3,3,8,7,1,4,3,2,5,4,9,3,3,7,7,3,9,3,3,10,6,8,1,3,5,9,5,8,6,4,10,8,10,10,1,6,8,2,10,4,4,5,10,9,3,5,9,6,3,8,6,7,10,4,7,9,2,2,6,4,5,1,4,2,1,1,5,1,2,2,3,3,6,9,4,7,3,2,1,2,7,2,2,10,10,1,7,8,4,10,2,8,4,7,2,3,2,1,7,4,6,10,2,9,4,9,10,8,4,6,5,8,3,5,57.5358229583382,2459,7.631963885687408,52959,115770.20296385129,53.47016950064872,42,30.997346062539457,8.293090214935402,109.71242669360544,55.93611802655069,7.982724559736601,38.405344597631796,9.947235926788226,2.2680807784892467,10.978334739436798,4.329071196845965,2.387147958912342,0.7063460781799953,112584.3447560208,8255.601789544913,5465181.06079527,1968363.0349889651,1.4145837240627956,0.9608497962599328,0.7156624718528246,59.36107890862153,37.7940545848097,5.670424261778467,18.536446510736067,9.877755202608675,1.3872398273097963,0.4407100651515645,37,55,102,0.5787734595668279,29.325068810960833,9.092845528160002,0.2533660700631377,71.68169244039595,32.94527252739433,1.3371693807140064,1,1,1,1,0
19,28,172,0,875686.8912969194,Germany,North America,8,7,1,6,3,1,0,7,7,1,4,0,1,0,1,0,0,0,0,1,1,0,1,8,3,6,3,3,10,3,2,8,2,3,10,10,4,8,8,6,8,3,10,6,7,5,6,8,8,7,5,3,10,2,1,7,3,5,6,3,2,5,9,3,1,7,10,4,6,7,5,6,3,5,3,2,6,1,3,2,5,9,8,7,4,3,3,5,9,10,7,8,5,9,2,3,9,10,7,8,7,9,7,2,1,2,1,3,6,6,7,4,8,4,1,6,5,9,2,6,2,3,3,1,8,7,1,6,2,4,1,9,5,3,5,4,3,9,3,8,1,8,7,72.49481800240017,79037,8.057588206421737,1632,111986.18829934637,27.247009030315944,9,39.328159980672766,5.554866381386596,102.05438819842112,50.02187836052078,12.27687255757712,33.40746768809733,5.131562225091485,0.6242087266266956,11.236560375512767,4.546455549666309,1.084621577934548,0.6585799823685011,97202.11890844941,9859.269559296357,4106529.5230978066,2217159.9781089937,2.3207436802754327,0.7640691530608691,0.5995628701920604,45.73329250303986,29.788885291891457,10.99981075298824,12.129861377249938,10.196662524553975,1.9814173101407924,0.27010800503134985,87,54,52,0.36581047142233236,17.009622031914155,2.1476153572933523,0.5974421061644115,78.67493248402684,71.47387221465307,1.214727322310865,1,1,1,0,1
15,31,381,0,676510.7080528659,UK,North America,1,1,1,3,10,9,1,1,6,1,1,1,0,0,0,1,0,0,1,1,0,0,1,3,9,1,3,7,7,6,8,2,4,9,10,2,2,10,9,7,3,4,2,4,4,8,5,7,1,9,7,10,7,2,2,10,1,6,9,3,1,3,10,6,10,10,3,7,9,5,1,5,2,5,9,4,8,4,2,9,4,4,3,6,10,3,2,10,9,9,8,10,10,7,3,8,6,6,2,5,10,3,4,4,8,2,9,4,10,5,8,8,9,2,5,10,5,3,10,10,7,4,2,3,4,5,6,4,10,10,1,5,4,5,5,1,1,5,10,1,4,6,10,81.40421614631462,282311,9.430910262132818,88856,106092.52351851313,56.048418693246674,52,27.422983160071656,9.526538086581981,108.68525755614692,92.777190842549,2.5955294485155083,39.149126110695434,5.229246684833877,2.0209888401101583,5.7033247918205765,5.666410392364224,1.417333244910831,1.514579837068076,81612.29838077008,8538.058778299295,3453124.205585324,2289690.8935300987,1.8026129849777788,1.0654189540650498,0.6592278084500441,47.90334069260602,29.732274684325045,17.080459697815918,10.895148636873976,24.534791396999413,1.0208960477069273,0.4640796176680939,57,48,56,0.6603651484797097,34.044011282081485,2.600259972151389,0.5647636453058229,66.74057896228206,76.8204848771503,2.411269376425256,0,0,1,0,1
4,88,450,1,1885735.8555914625,Germany,North America,7,5,4,5,8,10,1,3,7,0,4,1,0,0,0,1,0,0,0,1,0,0,1,3,10,2,9,4,7,5,7,1,10,8,3,5,8,3,1,5,6,2,9,7,4,9,7,8,10,8,4,7,1,8,9,3,4,8,2,7,9,10,1,6,5,3,4,9,2,2,5,7,1,6,2,7,6,6,2,5,8,10,9,4,10,2,2,10,3,8,5,1,4,5,5,5,4,4,10,5,7,2,3,2,3,5,9,6,9,6,2,9,3,8,10,2,9,1,1,2,7,5,2,2,1,5,10,10,2,3,8,5,3,10,3,4,9,3,10,7,2,6,7,69.01995267095961,984832,7.749191902375616,99989,138237.68607133554,49.9790512387459,44,16.860954237070786,8.434060482203805,102.50201318803076,63.96190776474046,6.80251439287441,34.846015937302894,3.145193002525615,1.112310009739451,7.3336701755157705,2.166497085835278,1.2210642669063971,1.3405771633771373,127353.55755719899,12735.765243038099,5146676.87340268,1144345.6379534467,1.6016033169261894,1.401045015458432,0.7888792479191837,23.51940557392112,25.48435888961125,13.53970772858174,24.99898063061179,12.806542100610795,0.8507971588345961,0.3647158286899074,35,43,116,0.7153007493507112,19.142476387349298,3.01715787958564,0.904934802643778,85.8986085225458,57.89839800025521,2.503204908796624,1,0,0,0,1
2,94,393,1,1489735.6834592414,India,Asia,3,4,1,9,6,2,1,9,8,0,2,0,0,1,1,1,1,0,0,0,1,1,0,7,3,5,2,8,9,6,8,1,7,1,1,4,9,1,8,2,8,8,10,2,2,7,9,3,1,6,1,2,6,3,6,7,6,7,1,4,7,8,5,8,7,6,3,8,5,5,5,1,3,5,1,6,7,3,1,9,1,8,1,1,2,4,9,6,3,5,7,5,8,9,8,6,8,10,7,6,6,1,4,6,2,8,1,10,2,9,9,4,5,10,6,4,5,9,10,7,7,8,1,4,10,2,10,1,8,6,3,2,8,5,9,3,10,4,3,1,4,1,9,62.633799530978784,740742,9.367034305474434,46875,89552.7053677371,50.671683718142226,29,19.49683810619606,9.200439719286091,100.73673279227059,77.13088623100907,12.710065336462792,10.126718633987194,3.749717163653597,1.9318265203717235,7.694087634812769,5.791314662466308,1.5780213998181514,1.502835013303613,122383.96884308597,11325.213873512426,6103348.416178137,1687531.1659183337,1.0438052891323621,0.6364789283526016,0.7941662169237003,45.795665245224235,13.572024292097552,3.7911672431088403,15.704477970867602,8.777300860347596,1.23305638213201,0.3344347785937426,62,44,103,0.6962610801531335,34.31576251065008,6.195197229112351,0.7904634457164987,69.73578666319045,61.62464681922607,2.146712675689934,0,0,1,0,1
